Discussion_ID,Comment_ID,Author,Category,Markup_Body,Body,Created At,Last Edited At
D_kwDOJA-LVs4AUcOe,DC_kwDOJA-LVs4AYKZJ,yehiatarek63,Announcements,"- Finished up what was left of assignment 2
- Read the microsoft docs section of razor pages and followed through with their tutorial
- Understood the key concept of a razor page (used in page focused websites) where each page is divided into a Page.cshtml and Page.cshtml.cs. In simple terms, the .cshtml deals with front-end and the .cs deals with OnGet and OnPost
### To be done:

- Start assignment 3
- Review my work on assignment 2","Finished up what was left of assignment 2
Read the microsoft docs section of razor pages and followed through with their tutorial
Understood the key concept of a razor page (used in page focused websites) where each page is divided into a Page.cshtml and Page.cshtml.cs. In simple terms, the .cshtml deals with front-end and the .cs deals with OnGet and OnPost

To be done:

Start assignment 3
Review my work on assignment 2",2023-07-01T20:41:58Z,
D_kwDOJA-LVs4AUcOe,DC_kwDOJA-LVs4AYKbl,YoussefDarwishh,Announcements,"- Finished Assignment 2 and waiting for a review of it so that I can improve it if there are any problems (There's an issue I am going to fix tomorrow)
- Watched a short video on a razor pages tutorial

### To do:

- Fix a part of my second assignment where I always create a new file and don't save any of the previous images if a user uploads again
- Read the documentation on razor pages and start an initial draft for assignment 3","Finished Assignment 2 and waiting for a review of it so that I can improve it if there are any problems (There's an issue I am going to fix tomorrow)
Watched a short video on a razor pages tutorial

To do:

Fix a part of my second assignment where I always create a new file and don't save any of the previous images if a user uploads again
Read the documentation on razor pages and start an initial draft for assignment 3",2023-07-01T21:54:33Z,
D_kwDOJA-LVs4AUcOe,DC_kwDOJA-LVs4AYKdb,yasmin-hashem24,Announcements,"# Saturday - 2023/07/01

## Done 👍 : 

- finished assignment 2
- got deeper into asp.net and c# syntax 
- watched mannnnyyy youtube tutorials
- still so unware of the things i left in the questions in assignment 2 submission 
 # ToBeDone 👎 : 

- start assignment 3
- get deeper into aspects of .net
- review the project","Saturday - 2023/07/01
Done 👍 :

finished assignment 2
got deeper into asp.net and c# syntax
watched mannnnyyy youtube tutorials
still so unware of the things i left in the questions in assignment 2 submission

ToBeDone 👎 :

start assignment 3
get deeper into aspects of .net
review the project",2023-07-01T22:42:05Z,
D_kwDOJA-LVs4AUcOe,DC_kwDOJA-LVs4AYKeL,Omnya-Ellethy,Announcements,"- Fixed assignment 1 but will upload it tomorrow
- Searched for asp.net core minimal api and get through github provided, other resources and youtube videos to help me with assignment 2
- Started assignment 2 finished 70% of it
","Fixed assignment 1 but will upload it tomorrow
Searched for asp.net core minimal api and get through github provided, other resources and youtube videos to help me with assignment 2
Started assignment 2 finished 70% of it",2023-07-01T23:13:38Z,2023-07-01T23:14:14Z
D_kwDOJA-LVs4AUcOe,DC_kwDOJA-LVs4AYKeP,alaaelsanteel,Announcements,"### Done
* learned about minimal api.
*  learned about mapping in ASP.NET including URL mapping and Object mapping and HttpContext.
* differences between .NET and ASP.NET.
* read the github resources that was provided.
### To be done
* continue learning 
* continue with assignment 2.","Done

learned about minimal api.
learned about mapping in ASP.NET including URL mapping and Object mapping and HttpContext.
differences between .NET and ASP.NET.
read the github resources that was provided.

To be done

continue learning
continue with assignment 2.",2023-07-01T23:15:54Z,
D_kwDOJA-LVs4AUcOe,DC_kwDOJA-LVs4AYKfa,CurtisLee-14,Announcements,"2023-07-01

-Continued to research minimal API and worked on final pieces for assignment 2","2023-07-01
-Continued to research minimal API and worked on final pieces for assignment 2",2023-07-02T00:05:31Z,
D_kwDOJA-LVs4AUcOe,DC_kwDOJA-LVs4AYKqF,merhanhesham,Announcements,"- started Assignment 2, Made the form and validated the inputs with JS.
- still in the process of understanding the github resources and will research about miniaml API.","started Assignment 2, Made the form and validated the inputs with JS.
still in the process of understanding the github resources and will research about miniaml API.",2023-07-02T04:56:05Z,
D_kwDOJA-LVs4AUcE7,,dodyg,Announcements,It's built in the framework already. There is no need to use [Json.NET - Newtonsoft](https://www.newtonsoft.com/).,It's built in the framework already. There is no need to use Json.NET - Newtonsoft.,2023-07-01T12:20:52Z,
D_kwDOJA-LVs4AUaqv,,CurtisLee-14,Announcements,"-Continue to work on assignment two
- continue to do more research for partner project","-Continue to work on assignment two

continue to do more research for partner project",2023-06-29T14:46:20Z,
D_kwDOJA-LVs4AUaqv,DC_kwDOJA-LVs4AYGRb,MillaniaSameh,Announcements,"- Revising C# syntax
- Watching videos about how to create web apps with .net core and C#","Revising C# syntax
Watching videos about how to create web apps with .net core and C#",2023-06-29T16:05:19Z,
D_kwDOJA-LVs4AUaqv,DC_kwDOJA-LVs4AYGqE,SandraHany,Announcements,- Trying to do assignment 2,Trying to do assignment 2,2023-06-29T19:26:12Z,
D_kwDOJA-LVs4AUaqv,DC_kwDOJA-LVs4AYGwi,salma-ahmed9,Announcements,"Done
Off for today

To be done

- Start a meeting with my teammate in order to discuss some aspects in the project
- Study concepts in .NET
- Start #45 
","Done
Off for today
To be done

Start a meeting with my teammate in order to discuss some aspects in the project
Study concepts in .NET
Start #45",2023-06-29T20:31:17Z,
D_kwDOJA-LVs4AUaqv,DC_kwDOJA-LVs4AYHAF,MariamEssam553,Announcements,"- Revising and studying concepts of C#, and SQL Indexing
- Getting more into ASP.NET Core 
- Preparing for assignment (2)","Revising and studying concepts of C#, and SQL Indexing
Getting more into ASP.NET Core
Preparing for assignment (2)",2023-06-29T23:47:12Z,
D_kwDOJA-LVs4AUaqv,DC_kwDOJA-LVs4AYHLF,alaaelsanteel,Announcements,"* worked on the mobile view of my website.
* learned more and more about viewport and media query.","worked on the mobile view of my website.
learned more and more about viewport and media query.",2023-06-30T02:09:23Z,
D_kwDOJA-LVs4AUaqv,DC_kwDOJA-LVs4AYHNI,Marwan-9,Announcements,"## Thursday - 2023/06/29

### Done ✅: 
Off for today, Eid Mubarak.

### Backlog 🗂️: 
1. Start #45.  
2. Get deeper into .NET Core.
3. Start determining the outlines of our project.
","Thursday - 2023/06/29
Done ✅:
Off for today, Eid Mubarak.
Backlog 🗂️:

Start #45.
Get deeper into .NET Core.
Start determining the outlines of our project.",2023-06-30T02:40:12Z,
D_kwDOJA-LVs4AUaqv,DC_kwDOJA-LVs4AYIbv,yasmin-hashem24,Announcements,"# Thursday - 2023/6/29

## Done 👍 : 

- done the edits to assignment 1
- finished downloading and setting up .net and edge
- started getting deeper into asp.net
- got in a confusion for the assignment whether it should be done as web app or web api and started understanding what is minimal APIs and all , doesn't count it as waste of time tho they all did benefit me cuz they are not that far from each other 
- started with assignment 2

## ToBeDone 👎 : 
- get deeper into asp.net core
- finish assignment 2
- get into the project aspects

","Thursday - 2023/6/29
Done 👍 :

done the edits to assignment 1
finished downloading and setting up .net and edge
started getting deeper into asp.net
got in a confusion for the assignment whether it should be done as web app or web api and started understanding what is minimal APIs and all , doesn't count it as waste of time tho they all did benefit me cuz they are not that far from each other
started with assignment 2

ToBeDone 👎 :

get deeper into asp.net core
finish assignment 2
get into the project aspects",2023-06-30T13:26:36Z,
D_kwDOJA-LVs4AUaI0,,Rofaydaaa,Q&A,"When I started learning about .NET, I may have googled the difference between them multiple times in the past few days. So, if you're having trouble understanding the differences between .NET, .NET Framework, .NET Core, and .NET Standard, you're not alone.
Try reading [his simple article](https://code-maze.com/differences-between-net-framework-net-core-and-net-standard/) that explains these technologies in an easy-to-understand way. Additionally, [watching this video](https://www.youtube.com/watch?v=4olO9UjRiww) can also help you understand the differences better.

<b>I hope it may help :)</b>

If have another resources, kindly attach them to this discussion.","When I started learning about .NET, I may have googled the difference between them multiple times in the past few days. So, if you're having trouble understanding the differences between .NET, .NET Framework, .NET Core, and .NET Standard, you're not alone.
Try reading his simple article that explains these technologies in an easy-to-understand way. Additionally, watching this video can also help you understand the differences better.
I hope it may help :)
If have another resources, kindly attach them to this discussion.",2023-06-29T01:15:09Z,
D_kwDOJA-LVs4AUaI0,DC_kwDOJA-LVs4AYGQM,dodyg,Q&A,"- .NET was started 20 years ago, before most of you were born. It ran only on Windows. Some people call it .NET Legacy or .NET Classic.
- 8 years ago they created a cross platform .NET and called it .NET Core. 
- .NET Classic goes to version 4.8. That version is still maintained. It will receive security updates but no new features. 
- .NET Core goes to 1, 1.1, 2.0, 3.0, 3.1 
- When .NET Core hits 5.0, they dropped  the "".NET Core"" branding and just call it .NET 5.0
- Now we have .NET 5, 6, 7 and soon .NET 8. 

.NET standard is more relevant for libraries owner. It was important when .NET Core was still in the early version like 1.0 or 2.0 because libraries need to run on .NET Classic and .NET Core. It becomes less relevant nowadays.",".NET was started 20 years ago, before most of you were born. It ran only on Windows. Some people call it .NET Legacy or .NET Classic.
8 years ago they created a cross platform .NET and called it .NET Core.
.NET Classic goes to version 4.8. That version is still maintained. It will receive security updates but no new features.
.NET Core goes to 1, 1.1, 2.0, 3.0, 3.1
When .NET Core hits 5.0, they dropped  the "".NET Core"" branding and just call it .NET 5.0
Now we have .NET 5, 6, 7 and soon .NET 8.

.NET standard is more relevant for libraries owner. It was important when .NET Core was still in the early version like 1.0 or 2.0 because libraries need to run on .NET Classic and .NET Core. It becomes less relevant nowadays.",2023-06-29T15:57:28Z,
D_kwDOJA-LVs4AUZHN,,dodyg,Announcements,"- Do another review on https://github.com/silverkeytech/summer-2023/discussions/43
- Most common problems are
  - Typos
  - Poor contrast (bad accessibility)
  - Not testing on mobile view
  - Not setting view port https://www.w3schools.com/css/css_rwd_viewport.asp
  - Not setting title properly
  - Spending too much time trying to use JS libraries (over-engineering) instead of getting the basics right
  
## Engineering sequence
* Get the basic right
* Get fancy

Don't do the reverse.

## Happy Eid 
![image](https://github.com/silverkeytech/summer-2023/assets/1761249/92ef7d1e-9b49-4263-97c1-bcf9a7658a3f)


","Do another review on #43
Most common problems are

Typos
Poor contrast (bad accessibility)
Not testing on mobile view
Not setting view port https://www.w3schools.com/css/css_rwd_viewport.asp
Not setting title properly
Spending too much time trying to use JS libraries (over-engineering) instead of getting the basics right



Engineering sequence

Get the basic right
Get fancy

Don't do the reverse.
Happy Eid",2023-06-28T00:30:46Z,2023-06-28T02:36:47Z
D_kwDOJA-LVs4AUZHN,DC_kwDOJA-LVs4AYB99,CurtisLee-14,Announcements,"Wednesday- 2023-06-28

- Do some research pertaining to partner project as defined in meeting yesterday 
- Begin work on assignment 2, starting with refreshment on minimal API
","Wednesday- 2023-06-28

Do some research pertaining to partner project as defined in meeting yesterday
Begin work on assignment 2, starting with refreshment on minimal API",2023-06-28T01:42:42Z,
D_kwDOJA-LVs4AUZHN,DC_kwDOJA-LVs4AYEOx,Marwan-9,Announcements,"## Wednesday - 2023/06/28

### Done ✅: 
Off for today, Eid Mubarak.

### Backlog 🗂️: 
1. Start #45.  
2. Get deeper into .NET Core.
3. Start determining the outlines of our project.
","Wednesday - 2023/06/28
Done ✅:
Off for today, Eid Mubarak.
Backlog 🗂️:

Start #45.
Get deeper into .NET Core.
Start determining the outlines of our project.",2023-06-28T20:37:58Z,
D_kwDOJA-LVs4AUZHN,DC_kwDOJA-LVs4AYEPE,MillaniaSameh,Announcements,"- Fixed the mobile view for assignment 1
- Begin reading on minimal API to start assignment 2","Fixed the mobile view for assignment 1
Begin reading on minimal API to start assignment 2",2023-06-28T20:41:25Z,2023-06-28T20:41:40Z
D_kwDOJA-LVs4AUZHN,DC_kwDOJA-LVs4AYElx,Rofaydaaa,Announcements,"# Wednesday - 2023/06/28
Haven't done much work today, took half a day off.
Before starting with assignment 2 and ASP.net, I want to study some missing concept in C# mentioned in the foundation document.
I started today with:
 - LINQ for Collections
- Pattern Matching","Wednesday - 2023/06/28
Haven't done much work today, took half a day off.
Before starting with assignment 2 and ASP.net, I want to study some missing concept in C# mentioned in the foundation document.
I started today with:

LINQ for Collections
Pattern Matching",2023-06-29T01:31:43Z,
D_kwDOJA-LVs4AUZHN,DC_kwDOJA-LVs4AYEpr,salma-ahmed9,Announcements,"### **Done**
Off for today 
### **To be done**

- Start a meeting with my teammate in order to discuss some aspects in the project
- Study concepts in .NET
- Start #45","Done
Off for today
To be done

Start a meeting with my teammate in order to discuss some aspects in the project
Study concepts in .NET
Start #45",2023-06-29T02:21:27Z,
D_kwDOJA-LVs4AUYNM,,dodyg,Announcements,"- Review initial submissions for https://github.com/silverkeytech/summer-2023/discussions/43
- The most important attribute of a website is whether your visitor can read it. Being ""fancy"" is secondary. Prioritize on readability on desktop and mobile. That's priority number 1.
  - Pay attention to contrast between text and background.
  - Pay attention on layout on desktop and mobile. 
- These design rules are useful https://anthonyhobday.com/sideprojects/saferules/","Review initial submissions for #43
The most important attribute of a website is whether your visitor can read it. Being ""fancy"" is secondary. Prioritize on readability on desktop and mobile. That's priority number 1.

Pay attention to contrast between text and background.
Pay attention on layout on desktop and mobile.


These design rules are useful https://anthonyhobday.com/sideprojects/saferules/",2023-06-27T01:58:28Z,2023-06-27T03:20:27Z
D_kwDOJA-LVs4AUYNM,DC_kwDOJA-LVs4AX_f8,CurtisLee-14,Announcements,"Tuesday 2023-06-27

- Meet with partner to discuss partner project
- Begin working on assignment #2 
- Review minimal API","Tuesday 2023-06-27

Meet with partner to discuss partner project
Begin working on assignment #2
Review minimal API",2023-06-27T06:29:28Z,
D_kwDOJA-LVs4AUYNM,DC_kwDOJA-LVs4AYAwL,salma-ahmed9,Announcements,"- Reading review on assignment one
- Fixing issues in assignment one
- Watching videos on how to make your website responsive . It took me some time to make the website responsive","Reading review on assignment one
Fixing issues in assignment one
Watching videos on how to make your website responsive . It took me some time to make the website responsive",2023-06-27T14:18:27Z,2023-06-27T19:03:44Z
D_kwDOJA-LVs4AUYNM,DC_kwDOJA-LVs4AYA8V,Mahy02,Announcements,"- Still Having issues with deployment
- Tried Azure & Python Anywhere, both are having errors with the deployment
- Everything works fine locally


### Notes:

I created the Django app for my portfolio although I could have used normal html, css, but I wanted to familiarize myself more with Django as I will be using it later for my project, Plus it would be a good practice later if I decided to do a Blog webpage
Another thing is that it took me 18 hours straight to develop this django app where its responsive, with good design and good readability.
My trials for the deployment took me 6 hours, but still didn't know how to deploy it yet.

## New Edit:
DEPLOYMENT WORKED
You can find my app here: 
[Mahy's_Portfolio](https://mahy-dolphincoder.onrender.com/)
and my code:
[MyCode](https://github.com/Mahy02/Mahinour_Elsarky)
","Still Having issues with deployment
Tried Azure & Python Anywhere, both are having errors with the deployment
Everything works fine locally

Notes:
I created the Django app for my portfolio although I could have used normal html, css, but I wanted to familiarize myself more with Django as I will be using it later for my project, Plus it would be a good practice later if I decided to do a Blog webpage
Another thing is that it took me 18 hours straight to develop this django app where its responsive, with good design and good readability.
My trials for the deployment took me 6 hours, but still didn't know how to deploy it yet.
New Edit:
DEPLOYMENT WORKED
You can find my app here:
Mahy's_Portfolio
and my code:
MyCode",2023-06-27T15:28:05Z,2023-06-27T21:43:15Z
D_kwDOJA-LVs4AUYNM,DC_kwDOJA-LVs4AYBZD,SandraHany,Announcements,"- Trying to make website responsive 
- Trying to start assignment 2","Trying to make website responsive
Trying to start assignment 2",2023-06-27T18:54:27Z,
D_kwDOJA-LVs4AUYNM,DC_kwDOJA-LVs4AYBZm,Omnya-Ellethy,Announcements,"- Finished my web page
    1. I took longer time too design the website as yesterday design wasn't good, I wanted to make an animated design.
    2. I had a problem with scrolling limit to window height, took time to solve it

- I had a meeting with my project partner to brainstorm together, discuss concerns, and assign tasks.   ","Finished my web page

I took longer time too design the website as yesterday design wasn't good, I wanted to make an animated design.
I had a problem with scrolling limit to window height, took time to solve it



I had a meeting with my project partner to brainstorm together, discuss concerns, and assign tasks.",2023-06-27T18:58:44Z,2023-06-27T18:59:25Z
D_kwDOJA-LVs4AUYNM,DC_kwDOJA-LVs4AYBch,MariamEssam553,Announcements,"# Tuesday - 2023/6/27

1. I finished assignment (1) 
    - I used reactJS ,and TailWind css which is my first time using it. It was quite hard to understand at first but by following [this video](https://www.youtube.com/watch?v=2kg0z1qNrkw) it turned out to be useful and faster than basic css I uesd before
    - Unfortunately, I sa lot of time trying to recall reactJS and learning tailwind
    - It is deployed at [this link](https://mariamessam553.github.io/MyPortfolio/)


3. Started preparing for assignment (2) and studying .NET","Tuesday - 2023/6/27


I finished assignment (1)

I used reactJS ,and TailWind css which is my first time using it. It was quite hard to understand at first but by following this video it turned out to be useful and faster than basic css I uesd before
Unfortunately, I sa lot of time trying to recall reactJS and learning tailwind
It is deployed at this link



Started preparing for assignment (2) and studying .NET",2023-06-27T19:25:32Z,2023-06-27T21:02:07Z
D_kwDOJA-LVs4AUYNM,DC_kwDOJA-LVs4AYBeN,Marwan-9,Announcements,"## Tuesday - 2023/06/27

### Done ✅: 
1. Finished my personal website (#43) 
     - [Visit Website](https://marwan-one.vercel.app/)
     - [Visit GitHub Repo](https://github.com/Marwan-9/portfolio-website)
     - [See Website Overview](https://github.com/silverkeytech/summer-2023/discussions/43#discussioncomment-6297294)
2. Got introduced to some other .NET Core fundmentals. 

### Backlog 🗂️: 
1. Start #45.  
2. Get deeper into .NET Core.
3. Start determining the outlines of our project.
","Tuesday - 2023/06/27
Done ✅:

Finished my personal website (#43)

Visit Website
Visit GitHub Repo
See Website Overview


Got introduced to some other .NET Core fundmentals.

Backlog 🗂️:

Start #45.
Get deeper into .NET Core.
Start determining the outlines of our project.",2023-06-27T19:39:21Z,
D_kwDOJA-LVs4AUYNM,DC_kwDOJA-LVs4AYB5F,YoussefDarwishh,Announcements,"Tuesday - 2023/06/27

- Fixed some issues with Assignment 1

- Gathered resources to start working on assignment 2 to study in my free time and be able to start on the assignment right away after Eid","Tuesday - 2023/06/27


Fixed some issues with Assignment 1


Gathered resources to start working on assignment 2 to study in my free time and be able to start on the assignment right away after Eid",2023-06-28T00:40:47Z,
D_kwDOJA-LVs4AUYNM,DC_kwDOJA-LVs4AYB74,alaaelsanteel,Announcements,"* Finished working on my website and will b e adding more details late
 and also tried to fix the mobile view, but I didn't go well so I'll be trying again.
* Made a meeting with my teammate to define the project specifications .
* We defined some points to search about like scope of the project, functional and non-functional requirements and Data requirements .","Finished working on my website and will b e adding more details late
and also tried to fix the mobile view, but I didn't go well so I'll be trying again.
Made a meeting with my teammate to define the project specifications .
We defined some points to search about like scope of the project, functional and non-functional requirements and Data requirements .",2023-06-28T01:14:16Z,
D_kwDOJA-LVs4AUYNM,DC_kwDOJA-LVs4AYB7-,merhanhesham,Announcements,"- Was working to finish assignment 1, Added Media Query in the css to match different screens and fix mobile view, Added some animations for the design.
- Held a meeting with my teammate. We discussed the scope of the project and agreed to gather the functional and nonfunctional requirements for our project.","Was working to finish assignment 1, Added Media Query in the css to match different screens and fix mobile view, Added some animations for the design.
Held a meeting with my teammate. We discussed the scope of the project and agreed to gather the functional and nonfunctional requirements for our project.",2023-06-28T01:15:37Z,
D_kwDOJA-LVs4AUYNM,DC_kwDOJA-LVs4AYCIs,yehiatarek63,Announcements,"- Fixed inconsistent namings in my website portfolio.
- Studied minimal api and read the samples on it and began working on the assignment.","Fixed inconsistent namings in my website portfolio.
Studied minimal api and read the samples on it and began working on the assignment.",2023-06-28T04:04:00Z,
D_kwDOJA-LVs4AUYNM,DC_kwDOJA-LVs4AYCSS,MillaniaSameh,Announcements,"- Attempt to fix the mobile view
- Had to re-implement the slider because it wasn't responsive (items disappear)
- Learned some new CSS tricks","Attempt to fix the mobile view
Had to re-implement the slider because it wasn't responsive (items disappear)
Learned some new CSS tricks",2023-06-28T06:08:01Z,
D_kwDOJA-LVs4AUYNM,DC_kwDOJA-LVs4AYDuX,Rofaydaaa,Announcements,"# Tuesday - 2023/06/27
- Done with my personal website #43 ","Tuesday - 2023/06/27

Done with my personal website #43",2023-06-28T16:12:31Z,
D_kwDOJA-LVs4AUXPs,,dodyg,Announcements,"- Chasing people around to update their daily logs and get their slack logins. Fun. 
- I created https://github.com/silverkeytech/summer-2023/discussions/45","Chasing people around to update their daily logs and get their slack logins. Fun.
I created #45",2023-06-26T01:16:43Z,2023-06-26T15:40:17Z
D_kwDOJA-LVs4AUXPs,DC_kwDOJA-LVs4AX-Ax,CurtisLee-14,Announcements,"Monday 2023/06/26

-Finishing up on assignment one 
-Starting assignment two","Monday 2023/06/26
-Finishing up on assignment one
-Starting assignment two",2023-06-26T15:06:40Z,
D_kwDOJA-LVs4AUXPs,DC_kwDOJA-LVs4AX-KK,MillaniaSameh,Announcements,- Resume work on my web page,Resume work on my web page,2023-06-26T16:02:52Z,
D_kwDOJA-LVs4AUXPs,DC_kwDOJA-LVs4AX-Pk,SandraHany,Announcements,"**Done:**
- Refreshed my knowledge about html and css .
- Searched for design for portfolio .
- Searched for deployment platforms .
- Applied what i know about html, css and javascript to implement assignment one .

**To Be Done:**
- Start Assignment 2
- Improve the webpage","Done:

Refreshed my knowledge about html and css .
Searched for design for portfolio .
Searched for deployment platforms .
Applied what i know about html, css and javascript to implement assignment one .

To Be Done:

Start Assignment 2
Improve the webpage",2023-06-26T16:34:58Z,2023-06-27T00:58:58Z
D_kwDOJA-LVs4AUXPs,DC_kwDOJA-LVs4AX-TL,Yumna-Hamdy,Announcements,"# Today's progress
- [X] The personal website(Assignment one) using HTML and CSS in implementation and GitHub for hosting. [myWebsite](https://yumna-hamdy.github.io/Assign_1/)

","Today's progress

 The personal website(Assignment one) using HTML and CSS in implementation and GitHub for hosting. myWebsite",2023-06-26T16:57:34Z,
D_kwDOJA-LVs4AUXPs,DC_kwDOJA-LVs4AX-UW,YoussefDarwishh,Announcements,"Daily Log Monday 26/06/2023

- Finished assignment one and deployed it through GitHub.

- Watched an introductory video on minimal APIs to start on assignment two 
- Talked with my teammate about how the project (just initial brainstorming)

@dodyg our repo does not contain a wiki and we could not open one as it said to contact the owner. If it's possible could you add one for us.
Thank you in advance.","Daily Log Monday 26/06/2023


Finished assignment one and deployed it through GitHub.


Watched an introductory video on minimal APIs to start on assignment two


Talked with my teammate about how the project (just initial brainstorming)


@dodyg our repo does not contain a wiki and we could not open one as it said to contact the owner. If it's possible could you add one for us.
Thank you in advance.",2023-06-26T17:06:23Z,2023-06-26T18:03:01Z
D_kwDOJA-LVs4AUXPs,DC_kwDOJA-LVs4AX-da,yehiatarek63,Announcements,"- Finished the profile web page assignment
- Read Microsoft's documentation on minimal api's in preparation for assignment 2
- Brainstormed initial ideas about the project with my teammate(We decided on an overview of the project and its purpose and who the different users are. We will put these initial ideas in the wiki as soon as possible.)","Finished the profile web page assignment
Read Microsoft's documentation on minimal api's in preparation for assignment 2
Brainstormed initial ideas about the project with my teammate(We decided on an overview of the project and its purpose and who the different users are. We will put these initial ideas in the wiki as soon as possible.)",2023-06-26T18:07:45Z,
D_kwDOJA-LVs4AUXPs,DC_kwDOJA-LVs4AX-hG,Mahy02,Announcements,"# Daily Log Monday 26/06/2023

## Work Done

- Refreshed my memory on Django Framework
- Found a Design for my portfolio
- Followed some helper videos on how to implement a Django portfolio web app
- Done with the content of the page
- Web page UI DONE
- Searched for Easy free  Deployment methods
- Gathered thoughts and info for an Idea for a web app using Python/Django/Mojo with little AI that can be developed in 3 month time

## Left In Progress for Assig-1:
- Deploy

## Link for Today's Work:
[Today'sWork](https://github.com/Mahy02/Mahinour_Elsarky)

","Daily Log Monday 26/06/2023
Work Done

Refreshed my memory on Django Framework
Found a Design for my portfolio
Followed some helper videos on how to implement a Django portfolio web app
Done with the content of the page
Web page UI DONE
Searched for Easy free  Deployment methods
Gathered thoughts and info for an Idea for a web app using Python/Django/Mojo with little AI that can be developed in 3 month time

Left In Progress for Assig-1:

Deploy

Link for Today's Work:
Today'sWork",2023-06-26T18:36:10Z,2023-06-26T23:07:37Z
D_kwDOJA-LVs4AUXPs,DC_kwDOJA-LVs4AX-jf,Omnya-Ellethy,Announcements,"- finished the design of my web page
- learned how to do it with html/css/react by Following some videos and started to implement but it's not finished yet   
- searched about how to host my web page and deploy it and decided to host it by github pages
- rescheduled meeting with my project partner","finished the design of my web page
learned how to do it with html/css/react by Following some videos and started to implement but it's not finished yet
searched about how to host my web page and deploy it and decided to host it by github pages
rescheduled meeting with my project partner",2023-06-26T19:00:55Z,
D_kwDOJA-LVs4AUXPs,DC_kwDOJA-LVs4AX-oe,salma-ahmed9,Announcements,"### **Done**
- Started working on assignment one from 2 AM yesterday till 4 PM today 
- Reviewed some CSS and JavaScript basics
- Finished my portfolio website ( assignment one )
- Watched a video on how to publish my website using GitHub pages
- Start reading assignment two requirement
- Here is a link to  :  [My Portfolio](https://salma-ahmed9.github.io/My-Portfolio/)
### **To be Done**

- Working on assignment two
- Getting introduced to .Net basics
- Discussing project with my teammate","Done

Started working on assignment one from 2 AM yesterday till 4 PM today
Reviewed some CSS and JavaScript basics
Finished my portfolio website ( assignment one )
Watched a video on how to publish my website using GitHub pages
Start reading assignment two requirement
Here is a link to  :  My Portfolio

To be Done

Working on assignment two
Getting introduced to .Net basics
Discussing project with my teammate",2023-06-26T19:42:53Z,2023-06-26T20:38:55Z
D_kwDOJA-LVs4AUXPs,DC_kwDOJA-LVs4AX-p6,Marwan-9,Announcements,"## Monday - 2023/06/26

### Done ✅: 
1. Got introduced to some .NET Core fundmentals. 
2. Discussed with my teammates about high level design of the project.
3. Chose UI of the portfolio website, and implemented 30% of the website.  

### Backlog 🗂️: 
1. Continue the rest of the website implementation. 
2. Get deeper into .NET Core.
3. Start #45.  
","Monday - 2023/06/26
Done ✅:

Got introduced to some .NET Core fundmentals.
Discussed with my teammates about high level design of the project.
Chose UI of the portfolio website, and implemented 30% of the website.

Backlog 🗂️:

Continue the rest of the website implementation.
Get deeper into .NET Core.
Start #45.",2023-06-26T19:52:17Z,
D_kwDOJA-LVs4AUXPs,DC_kwDOJA-LVs4AX-vS,yasmin-hashem24,Announcements,"# Monday - 2023/6/26

## Done 👍 :

- done going through html and css basics and learned some new tricks 
- finished assignment 1 ""opened for editing""
- researched deploying using github pages
- deployed to be found at : https://yasmin-hashem24.github.io/yasmin_hashem24.github.io/
- discovered once more that ui designing is an art i don't know enough about 
 ## ToBeDone 👎 :

- discuss the project with my teammate 
- start with assignment 2
- ask if i should start get familiar with a framework like react instead of just using css,html and js 
- get introduced to .net basics
- maybe do few edits to the website design 

","Monday - 2023/6/26
Done 👍 :

done going through html and css basics and learned some new tricks
finished assignment 1 ""opened for editing""
researched deploying using github pages
deployed to be found at : https://yasmin-hashem24.github.io/yasmin_hashem24.github.io/
discovered once more that ui designing is an art i don't know enough about

ToBeDone 👎 :

discuss the project with my teammate
start with assignment 2
ask if i should start get familiar with a framework like react instead of just using css,html and js
get introduced to .net basics
maybe do few edits to the website design",2023-06-26T20:29:19Z,2023-06-26T22:03:44Z
D_kwDOJA-LVs4AUXPs,DC_kwDOJA-LVs4AX-w4,nourhanhelmy1,Announcements,"## Monday - 2023/06/26

### Done : 
1. Refreshed my knowledge about html and CSS with a quick tutorial.
2. Looked up ideas for portfolio design .
3. Looked up deployment on GitHub pages .
4. Finished my website design [RepoLink](https://github.com/nourhanhelmy1/nourhanhelmy1.github.io.git).
5. Finished Assignment 1 [WebsiteLink](https://nourhanhelmy1.github.io/) .
6. Started learning some materials for #45 .

### In Progress : 
1. Scheduled meeting with my teammate to start planning for the project .
2. Learn more about .NET Core with given material .
3. Start #45 .  ","Monday - 2023/06/26
Done :

Refreshed my knowledge about html and CSS with a quick tutorial.
Looked up ideas for portfolio design .
Looked up deployment on GitHub pages .
Finished my website design RepoLink.
Finished Assignment 1 WebsiteLink .
Started learning some materials for #45 .

In Progress :

Scheduled meeting with my teammate to start planning for the project .
Learn more about .NET Core with given material .
Start #45 .",2023-06-26T20:42:50Z,2023-06-26T20:46:37Z
